"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Measure","Applications","Bearing Type","Metric","Domain","Chemical Name","Code","Use","Value","CV (%)"
"372","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN NUMBER","CHEMICAL","REYNOUTRIA SACHALINE","55809","OTHER","(D)",NA
"373","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","AZOXYSTROBIN","128810","FUNGICIDE","24",NA
"374","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482","FUNGICIDE","(D)",NA
"375","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BACILLUS SUBTILIS","6479","FUNGICIDE","(D)",NA
"376","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BLAD","30006","FUNGICIDE","(D)",NA
"377","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BORAX DECAHYDRATE","11102","FUNGICIDE","70",NA
"378","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BOSCALID","128008","FUNGICIDE","17",NA
"379","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BT SUBSP KURSTAKI EVB-113-19","6544","FUNGICIDE","(D)",NA
"380","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","CAPTAN","81301","FUNGICIDE","88",NA
"381","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","CYFLUFENAMID","555550","FUNGICIDE","(D)",NA
"382","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","CYPRODINIL","288202","FUNGICIDE","81",NA
"383","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","DIFENOCONAZOLE","128847","FUNGICIDE","(D)",NA
"384","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FENHEXAMID","90209","FUNGICIDE","26",NA
"385","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FLUDIOXONIL","71503","FUNGICIDE","87",NA
"386","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FLUOPYRAM","80302","FUNGICIDE","87",NA
"387","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FLUXAPYROXAD","138009","FUNGICIDE","56",NA
"388","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FOSETYL-AL","123301","FUNGICIDE","(D)",NA
"389","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","ISOFETAMID","270000","FUNGICIDE","(D)",NA
"390","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","MEFENOXAM","113502","FUNGICIDE","23",NA
"391","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","MONO-POTASSIUM SALT","76416","FUNGICIDE","(D)",NA
"392","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","MYCLOBUTANIL","128857","FUNGICIDE","46",NA
"393","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","PENTHIOPYRAD","90112","FUNGICIDE","19",NA
"394","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","POLYOXIN D ZINC SALT","230000","FUNGICIDE","70",NA
"395","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","PROPICONAZOLE","122101","FUNGICIDE","31",NA
"396","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","PYDIFLUMETOFEN","90110","FUNGICIDE","(D)",NA
"397","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","PYRACLOSTROBIN","99100","FUNGICIDE","69",NA
"398","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","PYRIMETHANIL","288201","FUNGICIDE","19",NA
"399","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","QUINOLINE","55459","FUNGICIDE","44",NA
"400","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","SULFUR","77501","FUNGICIDE","75",NA
"401","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","TETRACONAZOLE","120603","FUNGICIDE","50",NA
"402","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","THIOPHANATE-METHYL","102001","FUNGICIDE","15",NA
"403","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","THIRAM","79801","FUNGICIDE","70",NA
"404","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","TOTAL",NA,"FUNGICIDE","92",NA
"405","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","TRIFLOXYSTROBIN","129112","FUNGICIDE","87",NA
"406","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","TRIFLUMIZOLE","128879","FUNGICIDE","(D)",NA
"407","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","CARFENTRAZONE-ETHYL","128712","HERBICIDE","(D)",NA
"408","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FLUMIOXAZIN","129034","HERBICIDE","29",NA
"409","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","OXYFLUORFEN","111601","HERBICIDE","(D)",NA
"410","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","PENDIMETHALIN","108501","HERBICIDE","28",NA
"411","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","TOTAL",NA,"HERBICIDE","29",NA
"412","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","ABAMECTIN","122804","INSECTICIDE","30",NA
"413","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","ACEQUINOCYL","6329","INSECTICIDE","46",NA
"414","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","ACETAMIPRID","99050","INSECTICIDE","43",NA
"415","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","AZADIRACHTIN","121701","INSECTICIDE","57",NA
"416","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BEAUVERIA BASSIANA","128924","INSECTICIDE","(D)",NA
"417","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BIFENAZATE","586","INSECTICIDE","61",NA
"418","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BIFENTHRIN","128825","INSECTICIDE","60",NA
"419","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BT KURSTAK ABTS-1857","6523","INSECTICIDE","(D)",NA
"420","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BT KURSTAKI ABTS-351","6522","INSECTICIDE","7",NA
"421","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","BT KURSTAKI SA-11","6519","INSECTICIDE","34",NA
"422","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","CANOLA OIL","11332","INSECTICIDE","(D)",NA
"423","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","CHLORANTRANILIPROLE","90100","INSECTICIDE","29",NA
"424","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329","INSECTICIDE","(D)",NA
"425","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","CYANTRANILIPROLE","90098","INSECTICIDE","16",NA
"426","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","CYFLUMETOFEN","138831","INSECTICIDE","44",NA
"427","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","ETOXAZOLE","107091","INSECTICIDE","(D)",NA
"428","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FENBUTATIN-OXIDE","104601","INSECTICIDE","(D)",NA
"429","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FENPROPATHRIN","127901","INSECTICIDE","47",NA
"430","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FENPYROXIMATE","129131","INSECTICIDE","(D)",NA
"431","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FLONICAMID","128016","INSECTICIDE","73",NA
"432","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FLUPYRADIFURONE","122304","INSECTICIDE","37",NA
"433","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","HEXYTHIAZOX","128849","INSECTICIDE","55",NA
"434","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","IMIDACLOPRID","129099","INSECTICIDE","15",NA
"435","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","LAMBDA-CYHALOTHRIN","128897","INSECTICIDE","(D)",NA
"436","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","MALATHION","57701","INSECTICIDE","19",NA
"437","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","METHOXYFENOZIDE","121027","INSECTICIDE","66",NA
"438","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","NALED","34401","INSECTICIDE","(D)",NA
"439","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","NEEM OIL","25006","INSECTICIDE","(D)",NA
"440","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","NEEM OIL, CLAR. HYD.","25007","INSECTICIDE","(D)",NA
"441","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","NOVALURON","124002","INSECTICIDE","56",NA
"442","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","PIPERONYL BUTOXIDE","67501","INSECTICIDE","(D)",NA
"443","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","PYRETHRINS","69001","INSECTICIDE","(D)",NA
"444","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","PYRIDABEN","129105","INSECTICIDE","(D)",NA
"445","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","SPINETORAM","110007","INSECTICIDE","70",NA
"446","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","SPINOSAD","110003","INSECTICIDE","27",NA
"447","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","THIAMETHOXAM","60109","INSECTICIDE","33",NA
"448","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","TOTAL",NA,"INSECTICIDE","93",NA
"449","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","ACIBENZOLAR-S-METHYL","61402","OTHER","(D)",NA
"450","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","CAPSICUM OLEORESIN EXTRACT","70704","OTHER","(D)",NA
"451","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","CHLOROPICRIN","81501","OTHER","59",NA
"452","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","DICHLOROPROPENE","29001","OTHER","29",NA
"453","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","FLUTRIAFOL","128940","OTHER","41",NA
"454","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","GARLIC OIL","128827","OTHER","(D)",NA
"455","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","HYDROGEN PEROXIDE","595","OTHER","(D)",NA
"456","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","IRON PHOSPHATE","34903","OTHER","(D)",NA
"457","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","METALDEHYDE","53001","OTHER","(D)",NA
"458","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","METAM-POTASSIUM","39002","OTHER","(D)",NA
"459","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","METAM-SODIUM","39003","OTHER","(D)",NA
"460","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","PEROXYACETIC ACID","63201","OTHER","(D)",NA
"461","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800","OTHER","(D)",NA
"462","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","REYNOUTRIA SACHALINE","55809","OTHER","(D)",NA
"463","SURVEY",2023,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,NA,"TREATED",NA,"MEASURED IN PCT OF AREA BEARING","CHEMICAL","TOTAL",NA,"OTHER","71",NA
"464","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","OXATHIAPIPROLIN","128111","FUNGICIDE","(D)",NA
"465","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","PYRIOFENONE","28828","FUNGICIDE","(D)",NA
"466","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","ZOXAMIDE","101702","FUNGICIDE","(D)",NA
"467","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","METSULFURON-METHYL","122010","HERBICIDE","(D)",NA
"468","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","PENOXSULAM","119031","HERBICIDE","(D)",NA
"469","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","S-METOLACHLOR","108800","HERBICIDE","(D)",NA
"470","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","BETA-CYFLUTHRIN","118831","INSECTICIDE","(D)",NA
"471","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","ETHYL 2E;4Z-DECADIENOATE","144022","INSECTICIDE","(D)",NA
"472","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","OXAMYL","103801","INSECTICIDE","(D)",NA
"473","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","CUPRAMMONIUM ACETATE","36011","OTHER","(D)",NA
"474","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","DODECADIEN-1-OL","129028","OTHER","(D)",NA
"475","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","FLUENSULFONE","50410","OTHER","(D)",NA
"476","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS",NA,NA,NA,"CHEMICAL","GIBBERELLIC ACID","43801","OTHER","(D)",NA
"477","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OXATHIAPIPROLIN","128111","FUNGICIDE","(D)",NA
"478","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","PYRIOFENONE","28828","FUNGICIDE","(D)",NA
"479","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","ZOXAMIDE","101702","FUNGICIDE","(D)",NA
"480","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","METSULFURON-METHYL","122010","HERBICIDE","(D)",NA
"481","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","PENOXSULAM","119031","HERBICIDE","(D)",NA
"482","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","S-METOLACHLOR","108800","HERBICIDE","(D)",NA
"483","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","BETA-CYFLUTHRIN","118831","INSECTICIDE","(D)",NA
"484","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","ETHYL 2E;4Z-DECADIENOATE","144022","INSECTICIDE","(D)",NA
"485","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OXAMYL","103801","INSECTICIDE","(D)",NA
"486","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","CUPRAMMONIUM ACETATE","36011","OTHER","(D)",NA
"487","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","DODECADIEN-1-OL","129028","OTHER","(D)",NA
"488","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FLUENSULFONE","50410","OTHER","(D)",NA
"489","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","GIBBERELLIC ACID","43801","OTHER","(D)",NA
"490","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","OXATHIAPIPROLIN","128111","FUNGICIDE","(D)",NA
"491","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","PYRIOFENONE","28828","FUNGICIDE","(D)",NA
"492","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"APPLICATIONS-AVG",NA,NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","ZOXAMIDE","101702","FUNGICIDE","(D)",NA
